"","Gene","Marker_ID","Gene_ID","b1","b1_p","bonf_p","eChr","ePos","Probe","mChr","mPos","strand","dist"
"768030","THPO",250211,12142,-5.521,2.87e-15,2.58913893e-09,3,184089722,"cg09736922",3,184095976,-1,-6254
"768297","THTPA",104838,4841,-4.796,1.53e-14,1.38027267e-08,14,24025190,"cg18925726",14,23982474,1,-42716
"768308","THTPA",104872,4841,17.657,3.75e-15,3.38302125e-09,14,24025190,"cg06172918",14,24025569,1,379
"768325","THTPA",104839,4841,-5.168,4.53e-10,0.000408668967,14,24025190,"cg08050305",14,23982478,1,-42712
"768332","THTPA",104841,4841,-3.34,1.1e-11,9.923529e-06,14,24025190,"cg02859910",14,23988397,1,-36793
"768335","THTPA",104842,4841,-4.69,2.54e-11,2.29143306e-05,14,24025190,"cg27118986",14,24000907,1,-24283
"768337","THTPA",104859,4841,10.674,5.37e-15,4.84448643e-09,14,24025190,"cg15822712",14,24021124,1,-4066
"768344","THTPA",104844,4841,-3.559,2.88e-13,2.59816032e-07,14,24025190,"cg16453224",14,24005550,1,-19640
"768346","THTPA",104875,4841,-4.243,9.14e-14,8.24555046e-08,14,24025190,"cg08222609",14,24027960,1,2770
"768354","THTPA",104880,4841,-4.853,9.14e-12,8.24555046e-06,14,24025190,"cg16225011",14,24035079,1,9889
"768357","THTPA",104837,4841,-3.681,1.14e-12,1.02843846e-06,14,24025190,"cg05883713",14,23963992,1,-61198
"768360","THTPA",104878,4841,-5.411,1.55e-10,0.000139831545,14,24025190,"cg04882359",14,24032626,1,7436
"768371","THTPA",104879,4841,-6.987,1.64e-12,1.47950796e-06,14,24025190,"cg23868143",14,24034829,1,9639
"769332","TIGD2",260876,12608,-3.534,2.43e-09,0.00219219777,4,90033967,"cg07958192",4,90033974,1,7
"772427","TLR10",257371,12380,6.834,2.24e-08,0.0202079136,4,38773859,"cg24279243",4,38676559,-1,97300
"773212","TM4SF1",247489,11999,-3.413,3.92e-09,0.00353638488,3,149086804,"cg06800962",3,149096029,-1,-9225
"773221","TM4SF18",247479,11998,-4.097,2.62e-10,0.000236360418,3,149036284,"cg11011913",3,149051159,-1,-14875
"773297","TM7SF2",65492,3039,5.679,1.23e-10,0.000110963097,11,64879325,"cg25363789",11,64949878,1,70553
"773992","TMC6",161005,7517,3.829,3.99e-09,0.00359953461,17,76108998,"cg08115732",17,76171794,-1,-62796
"774050","TMC8",160981,7518,-5.768,2.86e-09,0.00258011754,17,76126858,"cg01791634",17,76130139,1,3281
"774051","TMC8",160953,7518,-6.351,7.34e-09,0.00662170026,17,76126858,"cg27410601",17,76121564,1,-5294
"774054","TMC8",160963,7518,-5.868,4.43e-09,0.00399647577,17,76126858,"cg20943461",17,76126886,1,28
"774058","TMC8",160990,7518,5.801,4.26e-10,0.000384311214,17,76126858,"cg14771877",17,76141038,1,14180
"774059","TMC8",160962,7518,-5.45,6.1e-13,5.5030479e-07,17,76126858,"cg03190661",17,76126702,1,-156
"774060","TMC8",160980,7518,-9.922,1.45e-11,1.30810155e-05,17,76126858,"cg22833809",17,76129984,1,3126
"774062","TMC8",160952,7518,-5.943,2.01e-08,0.0181329939,17,76126858,"cg07313882",17,76121348,1,-5510
"774068","TMC8",160959,7518,-6.516,9.36e-13,8.44402104e-07,17,76126858,"cg00447208",17,76126301,1,-557
"774070","TMC8",160964,7518,-5.341,4.97e-10,0.000448363083,17,76126858,"cg19056418",17,76127217,1,359
"774073","TMC8",160976,7518,-5.842,1.13e-08,0.0101941707,17,76126858,"cg16301617",17,76128906,1,2048
"774074","TMC8",160977,7518,-10.495,3.41e-11,3.07629399e-05,17,76126858,"cg16935597",17,76129099,1,2241
"774077","TMC8",161018,7518,5.344,4.36e-08,0.0393332604,17,76126858,"cg21940220",17,76184081,1,57223
"774078","TMC8",160951,7518,-5.709,5.76e-14,5.19632064e-08,17,76126858,"cg03297901",17,76117767,1,-9091
"774081","TMC8",160950,7518,-10.558,9.55e-10,0.000861542745,17,76126858,"cg06853339",17,76117687,1,-9171
"774083","TMC8",160979,7518,-24.24,1.73e-09,0.00156070047,17,76126858,"cg26003388",17,76129533,1,2675
"774934","TMED3",123725,5695,-45.513,2.93e-09,0.00264326727,15,79603403,"cg21164303",15,79603277,1,-126
"775705","TMEM105",163109,7553,-4.549,1.03e-08,0.0092920317,17,79285071,"cg03841376",17,79304594,-1,-19523
"775706","TMEM105",163106,7553,-6.362,2.79e-08,0.0251696781,17,79285071,"cg23514211",17,79304188,-1,-19117
"775707","TMEM105",163108,7553,-4.515,3.66e-09,0.00330182874,17,79285071,"cg11758345",17,79304498,-1,-19427
"775708","TMEM105",163112,7553,-4.288,8.12e-12,7.32536868e-06,17,79285071,"cg21591452",17,79304628,-1,-19557
"775710","TMEM105",163110,7553,-3.963,5.97e-11,5.38576983e-05,17,79285071,"cg09695261",17,79304600,-1,-19529
"775711","TMEM105",163114,7553,-4.462,5.91e-10,0.000533164149,17,79285071,"cg22532155",17,79304683,-1,-19612
"775712","TMEM105",163111,7553,-4.693,2.45e-09,0.00221024055,17,79285071,"cg21735384",17,79304613,-1,-19542
"776285","TMEM110",239982,11638,-2.564,1.49e-10,0.000134418711,3,52870771,"cg18182844",3,52828292,-1,42479
"776287","TMEM110",239983,11638,-3.312,5.65e-13,5.09708535e-07,3,52870771,"cg05299048",3,52828583,-1,42188
"776291","TMEM110",239981,11638,-3.431,3.81e-12,3.43714959e-06,3,52870771,"cg10692614",3,52827704,-1,43067
"776319","TMEM110",239974,11638,-2.942,2.53e-10,0.000228241167,3,52870771,"cg08148488",3,52812973,-1,57798
"776333","TMEM110",239984,11638,-3.069,1.23e-13,1.10963097e-07,3,52870771,"cg25865553",3,52828594,-1,42177
"776340","TMEM110",240012,11638,-2.743,1.95e-14,1.75917105e-08,3,52870771,"cg04865290",3,52927548,-1,-56777
"777922","TMEM136",73804,3472,-9.638,4.02e-08,0.0362659878,11,120195837,"cg13230172",11,120195828,1,-9
"778406","TMEM144",264839,12811,-3.807,8.58e-10,0.000774035262,4,159131400,"cg19843036",4,159131516,1,116
"778409","TMEM144",264838,12811,-4.804,2.46e-10,0.000221926194,4,159131400,"cg00962781",4,159131393,1,-7
"778984","TMEM154",264323,12782,-3.125,3.01e-08,0.0271543839,4,153547265,"cg18284089",4,153601384,-1,-54119
"779048","TMEM156",257416,12384,-5.03,5.49e-12,4.95274311e-06,4,38968365,"cg25246082",4,39034284,-1,-65919
"779858","TMEM176B",331262,15385,-6.189,2.31e-08,0.0208394109,7,150488375,"cg10409299",7,150498843,-1,-10468
"779859","TMEM176B",331261,15385,-3.531,3.42e-09,0.00308531538,7,150488375,"cg03964111",7,150498493,-1,-10118
"780726","TMEM184A",313833,14630,-37.769,8.93e-10,0.000805610127,7,1581870,"cg22488268",7,1498641,-1,83229
"782886","TMEM213",329754,15289,-7.682,1.31e-11,1.18180209e-05,7,138482738,"cg01987776",7,138516319,1,33581
"783341","TMEM220",147530,6771,-5.737,6.33e-11,5.71053987e-05,17,10616638,"cg26234644",17,10634427,-1,-17789
"783833","TMEM25",73190,3436,-2.419,2.25e-09,0.00202981275,11,118401802,"cg20001829",11,118402342,1,540
"784840","TMEM56",18911,805,-4.03,3.25e-15,2.93195175e-09,1,95582893,"cg21932672",1,95584445,1,1552
"784841","TMEM56",18912,805,-5.756,2.12e-14,1.91253468e-08,1,95582893,"cg03582736",1,95586852,1,3959
"786278","TMEM88B",896,31,-4.922,1.34e-08,0.0120886626,1,1361507,"cg00305774",1,1361077,1,-430
"786322","TMEM88B",934,31,-3.361,1.24e-08,0.0111865236,1,1361507,"cg24492273",1,1378060,1,16553
"787052","TMEM95",146215,6690,2.912,5.18e-16,4.67308002e-10,17,7258496,"cg10290814",17,7284330,1,25834
"787177","TMEM97",149414,6865,-2.836,8.14e-09,0.00734341146,17,26646120,"cg20687875",17,26647213,1,1093
"787183","TMEM97",149413,6865,-2.656,2.01e-08,0.0181329939,17,26646120,"cg06692120",17,26646884,1,764
"787868","TMPRSS12",82107,3910,19.203,2.21e-09,0.00199372719,12,51236700,"cg19188297",12,51219239,1,-17461
"787902","TMPRSS5",72363,3394,-6.103,9.61e-10,0.000866955579,11,113558267,"cg01232726",11,113576693,-1,-18426
"788000","TMSB10",199073,9493,-3.759,5.4e-08,0.048715506,2,85132762,"cg04797170",2,85133881,1,1119
"788011","TMSB10",199074,9493,-3.154,4.32e-09,0.00389724048,2,85132762,"cg15034300",2,85134468,1,1706
"788499","TMX1",106767,4958,-14.378,1.01e-08,0.0091116039,14,51706885,"cg24998816",14,51706677,1,-208
"789986","TNFRSF1B",6058,147,-1.949,2.96e-08,0.0267033144,1,12227059,"cg26189983",1,12227700,1,641
"790297","TNFSF11",97565,4598,-5.54,3.14e-08,0.0283271646,13,43148290,"cg00880018",13,43149171,1,881
"790710","TNFSF8",353374,16424,-5.141,5.12e-08,0.0461895168,9,117663424,"cg27631256",9,117692745,-1,-29321
"791193","TNK2",251715,12208,-2.015,4.84e-10,0.000436635276,3,195590235,"cg21642245",3,195623347,-1,-33112
"791550","TNNT3",55747,2536,-13.264,4.46e-10,0.000402353994,11,1940798,"cg01909245",11,1873757,1,-67041
"791593","TNNT3",55752,2536,-4.223,1.25e-08,0.0112767375,11,1940798,"cg26158194",11,1874320,1,-66478
"791820","TNP1",210113,10037,-4.841,7.3e-13,6.5856147e-07,2,217724181,"cg10376763",2,217724363,-1,-182
"791822","TNP1",210115,10037,-4.322,1.53e-11,1.38027267e-05,2,217724181,"cg20310485",2,217724403,-1,-222
"791823","TNP1",210116,10037,-8.145,6.56e-41,5.91803184e-35,2,217724181,"cg18314765",2,217724619,-1,-438
"793503","TOLLIP",55320,2520,-6.108,3.38e-09,0.00304922982,11,1295597,"cg17676428",11,1314042,-1,-18445
"793513","TOLLIP",55330,2520,-1.394,2.3e-09,0.0020749197,11,1295597,"cg17152436",11,1318418,-1,-22821
"793514","TOLLIP",55331,2520,-2.392,4.61e-09,0.00415886079,11,1295597,"cg12089204",11,1318605,-1,-23008
"793537","TOLLIP",55354,2520,-2.187,4.92e-11,4.43852388e-05,11,1295597,"cg12590346",11,1327962,-1,-32365
"794234","TOMM6",300394,14121,-5.245,7.83e-09,0.00706374837,6,41755180,"cg23678165",6,41704577,1,-50603
"795579","TP53I11",61565,2799,-1.801,4.08e-09,0.00368072712,11,44953898,"cg20968743",11,44883965,-1,69933
"795801","TP53INP1",343745,15800,-1.739,1e-08,0.00902139,8,95938199,"cg01824466",8,95959531,-1,-21332
"796162","TPCN2",67701,3158,-17.727,9.35e-09,0.00843499965,11,68816349,"cg16006626",11,68849960,1,33611
"796168","TPCN2",67707,3158,-29.867,2.86e-09,0.00258011754,11,68816349,"cg20256574",11,68851821,1,35472
"796212","TPD52L1",306404,14424,-3.434,1.67e-08,0.0150657213,6,125474878,"cg27475365",6,125476259,1,1381
"797284","TPPP2",104142,4796,-7.749,7.13e-11,6.43225107e-05,14,21498344,"cg18915856",14,21483641,1,-14703
"797528","TPRG1L",3269,65,-1.402,4.16e-08,0.0375289824,1,3541555,"cg04021697",1,3567303,1,25748
"797530","TPRG1L",3271,65,-1.669,5.05e-09,0.00455580195,1,3541555,"cg16823083",1,3567412,1,25857
"798697","TRAF1",353511,16436,-2.391,1.24e-08,0.0111865236,9,123664670,"cg14064762",9,123688745,-1,-24075
"800994","TREML2",300191,14111,-6.005,2.5e-10,0.00022553475,6,41157486,"cg11290720",6,41168185,-1,-10699
"801352","TRIB1",346040,15905,-3.177,5.43e-09,0.00489861477,8,126442562,"cg02160684",8,126448033,1,5471
"801387","TRIB2",191622,9153,-1.984,1.54e-10,0.000138929406,2,12856997,"cg13221363",2,12859103,1,2106
"803238","TRIM27",290220,13889,-15.506,2.01e-08,0.0181329939,6,28870778,"cg14700841",6,28871376,-1,-598
"803240","TRIM27",290221,13889,-26.965,6.98e-10,0.000629693022,6,28870778,"cg16959626",6,28871583,-1,-805
"803251","TRIM27",290229,13889,-25.197,2.1e-10,0.00018944919,6,28870778,"cg27636813",6,28872287,-1,-1509
"803254","TRIM27",290231,13889,-24.463,1.14e-10,0.000102843846,6,28870778,"cg26892251",6,28872373,-1,-1595
"803290","TRIM27",290258,13889,-53.084,1.63e-09,0.00147048657,6,28870778,"cg16061301",6,28886047,-1,-15269
"803309","TRIM27",290272,13889,-16.325,3.06e-10,0.000276054534,6,28870778,"cg17564183",6,28888885,-1,-18107
"803312","TRIM27",290273,13889,-30.396,1.57e-10,0.000141635823,6,28870778,"cg08125020",6,28889357,-1,-18579
"803314","TRIM27",290274,13889,-22.18,1.8e-09,0.0016238502,6,28870778,"cg18016994",6,28889421,-1,-18643
"803548","TRIM28",189084,9101,1.555,3.44e-10,0.000310335816,19,59055835,"cg07726085",19,59022705,1,-33130
"804948","TRIM45",21134,941,-3.277,2.2e-08,0.019847058,1,117653676,"cg17494585",1,117705743,-1,-52067
"804949","TRIM45",21135,941,-3.245,1.18e-09,0.00106452402,1,117653676,"cg08936501",1,117722652,-1,-68976
"805086","TRIM47",160061,7484,3.293,1.13e-08,0.0101941707,17,73870244,"cg10195415",17,73887371,-1,-17127
"805633","TRIM65",160017,7485,-2.646,8.04e-10,0.000725319756,17,73885040,"cg15177359",17,73840750,-1,44290
"805643","TRIM65",160019,7485,-3.374,1.35e-10,0.000121788765,17,73885040,"cg15936999",17,73840853,-1,44187
"805673","TRIM65",160022,7485,-2.668,6.37e-09,0.00574662543,17,73885040,"cg22467534",17,73841658,-1,43382
"805680","TRIM65",160061,7485,2.213,5.41e-08,0.0488057199,17,73885040,"cg10195415",17,73887371,-1,-2331
"806264","TRIP10",173872,8019,4.545,2.09e-08,0.0188547051,19,6739692,"cg14042714",19,6707175,1,-32517
"808103","TRPM5",56454,2547,-11.59,1.7e-09,0.0015336363,11,2425745,"cg26524638",11,2481449,-1,-55704
"808589","TRPV2",148060,6799,-4.04,1.69e-08,0.0152461491,17,16318855,"cg09093656",17,16323481,1,4626
"809525","TSEN54",159823,7473,-2.196,3.95e-08,0.0356344905,17,73512608,"cg06665453",17,73520759,1,8151
"810300","TSKU",69612,3232,-5.32,1.17e-08,0.0105550263,11,76494284,"cg20708135",11,76493489,1,-795
"810301","TSKU",69627,3232,-10.091,1.53e-08,0.0138027267,11,76494284,"cg07178379",11,76506902,1,12618
"810302","TSKU",69613,3232,-4.765,3.58e-08,0.0322965762,11,76494284,"cg20886049",11,76493545,1,-739
"810303","TSKU",69626,3232,-5.502,3.87e-14,3.49127793e-08,11,76494284,"cg04610274",11,76504541,1,10257
"810750","TSPAN13",316959,14695,-2.839,3.4e-09,0.0030672726,7,16793350,"cg05848863",7,16794078,1,728
"810822","TSPAN15",42734,2069,-25.534,6.79e-09,0.00612552381,10,71211225,"cg18382422",10,71211551,1,326
"810985","TSPAN17",283690,13634,-2.142,2.04e-09,0.00184036356,5,176074387,"cg25510201",5,175980531,1,-93856
"811307","TSPAN32",56287,2544,3.492,1.28e-08,0.0115473792,11,2323242,"cg21843586",11,2397201,1,73959
"811381","TSPAN32",56289,2544,3.917,2.23e-09,0.00201176997,11,2323242,"cg18409302",11,2397303,1,74061
"811385","TSPAN32",56290,2544,2.924,3.87e-08,0.0349127793,11,2323242,"cg05102670",11,2397323,1,74081
"811449","TSPAN32",56324,2544,-8.424,1.85e-08,0.0166895715,11,2323242,"cg26438284",11,2406307,1,83065
"811789","TSPAN9",76944,3578,-3.122,1.39e-08,0.0125397321,12,3186520,"cg24281891",12,3194425,1,7905
"811973","TSPYL5",343969,15807,-6.591,2.05e-13,1.84938495e-07,8,98285713,"cg22328208",8,98289745,-1,-4032
"811974","TSPYL5",343970,15807,-4.588,1.12e-10,0.000101039568,8,98285713,"cg15747595",8,98289880,-1,-4167
"811975","TSPYL5",343973,15807,-4.961,3.45e-09,0.00311237955,8,98285713,"cg22319311",8,98290310,-1,-4597
"811976","TSPYL5",343974,15807,-4.585,2.46e-12,2.21926194e-06,8,98285713,"cg00032205",8,98290372,-1,-4659
"811977","TSPYL5",343975,15807,-4.335,2.71e-08,0.0244479669,8,98285713,"cg00186701",8,98290510,-1,-4797
"812830","TST",229744,11076,-2.935,5.97e-09,0.00538576983,22,37406899,"cg12253469",22,37420454,-1,-13555
"812867","TST",229743,11076,-2.903,1.08e-08,0.0097431012,22,37406899,"cg07819160",22,37420328,-1,-13429
"813716","TTC24",24442,1205,-7.311,3.12e-10,0.000281467368,1,156549518,"cg01010328",1,156551873,1,2355
"814582","TTC39A",14900,596,-5.086,2.17e-12,1.95764163e-06,1,51752929,"cg05132999",1,51796987,-1,-44058
"815268","TTLL1",231434,11191,-2.866,2.26e-09,0.00203883414,22,43435522,"cg02601893",22,43523016,-1,-87494
"816076","TTPAL",219889,10510,-2.657,5.16e-09,0.00465503724,20,43104525,"cg10120040",20,43108769,1,4244
"817687","TUBB3",143123,6545,5.583,1.49e-08,0.0134418711,16,89989686,"cg07725925",16,89976287,1,-13399
"817808","TUBE1",305664,14378,-2.439,1.02e-09,0.00092018178,6,112391859,"cg02686793",6,112340333,-1,51526
"818149","TUBG2",153256,7123,2.063,4.98e-08,0.0449265222,17,40811265,"cg11629889",17,40839022,1,27757
"820557","TXNIP",21556,970,-2.365,1.34e-08,0.0120886626,1,145438437,"cg19624849",1,145415412,1,-23025
"820584","TXNIP",21614,970,-2.257,2.22e-09,0.00200274858,1,145438437,"cg04846710",1,145478286,1,39849
"820615","TXNIP",21557,970,-2.936,5.16e-08,0.0465503724,1,145438437,"cg14036143",1,145415441,1,-22996
"821334","TYRO3",118050,5389,-3.322,4.61e-08,0.0415886079,15,41851219,"cg25906537",15,41860668,1,9449
"821335","TYRO3",118044,5389,-5.234,9.6e-10,0.00086605344,15,41851219,"cg17082634",15,41850503,1,-716
"821336","TYRO3",118043,5389,-5.513,2.23e-08,0.0201176997,15,41851219,"cg07866131",15,41850280,1,-939
"821986","UAP1",25800,1325,-2.28,1.02e-09,0.00092018178,1,162531295,"cg13178361",1,162532502,1,1207
"821989","UAP1",25802,1325,-2.824,2.4e-10,0.00021651336,1,162531295,"cg17501906",1,162583287,1,51992
"822748","UBASH3A",225385,10799,-9.917,9.75e-10,0.000879585525,21,43823970,"cg09354050",21,43824262,1,292
"822749","UBASH3A",225384,10799,-8.839,2.24e-10,0.000202079136,21,43823970,"cg23042151",21,43824109,1,139
"822905","UBD",290712,13903,7.829,2.04e-11,1.84036356e-05,6,29523388,"cg17742099",6,29589415,-1,-66027
"822947","UBE2C",220212,10543,-12.487,6.81e-12,6.14356659e-06,20,44441214,"cg19197419",20,44441612,1,398
"825387","UBE4B",5284,116,-18.037,1.48e-10,0.000133516572,1,10093040,"cg06853505",1,10003752,1,-89288
"825388","UBE4B",5279,116,-14.212,5.46e-11,4.92567894e-05,1,10093040,"cg02481619",1,10003298,1,-89742
"825397","UBE4B",5309,116,7.087,2.48e-08,0.0223730472,1,10093040,"cg15932615",1,10096904,1,3864
"828048","UFC1",25403,1294,3.778,9.35e-09,0.00843499965,1,161123533,"cg10888244",1,161049543,1,-73990
"828490","UGP2",196784,9378,-3.216,2.06e-09,0.00185840634,2,64069013,"cg02243157",2,64047802,1,-21211
"828502","UGP2",196810,9378,-3.256,7.97e-14,7.19004783e-08,2,64069013,"cg19931529",2,64072167,1,3154
"828521","UGT1A5",212611,10171,-6.323,1.62e-17,1.46146518e-11,2,234621637,"cg23927405",2,234580842,1,-40795
"828522","UHRF1",173219,7982,5.734,2.35e-10,0.000212002665,19,4910378,"cg18030386",19,4944160,1,33782
"828523","UHRF1",173165,7982,-34.403,4.4e-10,0.00039694116,19,4910378,"cg18356159",19,4867968,1,-42410
"828524","UHRF1",173218,7982,5.308,2.54e-09,0.00229143306,19,4910378,"cg23933606",19,4944005,1,33627
"828954","ULK2",148905,6848,-3.714,3.22e-08,0.0290488758,17,19674142,"cg18056303",17,19770234,-1,-96092
"829339","UNC119B",91086,4397,-4.538,3.81e-09,0.00343714959,12,121148237,"ch.12.2506678F",12,121154867,1,6630
"829398","UNC13D",160012,7482,6.361,2.4e-11,2.1651336e-05,17,73823307,"cg02880508",17,73825227,-1,-1920
"829526","UNC45A",125388,5776,-3.815,3.71e-08,0.0334693569,15,91478214,"cg01456243",15,91478982,1,768
"832944","USP21",25543,1295,2.833,1.79e-10,0.000161482881,1,161129253,"cg13228041",1,161188921,1,59668
"833020","USP21",25402,1295,9.981,2.71e-09,0.00244479669,1,161129253,"cg24599107",1,161049443,1,-79810
"833058","USP21",25403,1295,4.56,2.25e-11,2.02981275e-05,1,161129253,"cg10888244",1,161049543,1,-79710
"833075","USP21",25404,1295,7.91,3.44e-09,0.00310335816,1,161129253,"cg16276523",1,161049579,1,-79674
"833524","USP35",69890,3249,-20.231,5.97e-10,0.000538576983,11,77899857,"cg19972312",11,77921474,1,21617
"833552","USP35",69883,3249,-14.044,3.51e-11,3.16650789e-05,11,77899857,"cg15495288",11,77918801,1,18944
"833564","USP35",69861,3249,-24.291,2.44e-11,2.20121916e-05,11,77899857,"cg03197935",11,77885410,1,-14447
"833568","USP35",69869,3249,51.91,9.4e-11,8.4801066e-05,11,77899857,"cg25632648",11,77899776,1,-81
"836326","VAMP3",4582,93,5.002,5.31e-09,0.00479035809,1,7831328,"cg20010635",1,7811409,1,-19919
"838134","VAV1",173951,8021,-4.07,2.84e-08,0.0256207476,19,6772678,"cg17284531",19,6773074,1,396
"838280","VAX2",197790,9424,3.222,7.19e-09,0.00648637941,2,71127719,"cg09543478",2,71125482,1,-2237
"841948","VPS37C",63451,2922,-2.267,5.52e-08,0.0497980728,11,60897727,"cg25395188",11,60897782,-1,-55
"843738","VSIG10",90562,4370,2.075,3.62e-08,0.0326574318,12,118501397,"cg00791253",12,118405665,-1,95732
"844922","WASF2",9753,335,-2.016,4.2e-08,0.037889838,1,27730729,"cg25471443",1,27668058,-1,62671
"847449","WDR4",225465,10803,2.025,1.05e-08,0.0094724595,21,44269335,"cg18192155",21,44258298,-1,11037
"848742","WDR54",198433,9461,3.623,3.59e-08,0.0323867901,2,74648884,"cg07039975",2,74592036,1,-56848
"850421","WDR90",127358,5838,2.816,2.9e-08,0.026162031,16,699362,"cg26920007",16,679347,1,-20015
"850425","WDR90",127359,5838,2.46,4.12e-09,0.00371681268,16,699362,"cg10359913",16,679475,1,-19887
"850809","WDR91",329439,15274,-2.533,1.03e-09,0.00092920317,7,134868589,"cg23081855",7,134889789,-1,-21200
"850830","WDR91",329438,15274,-1.91,1.09e-08,0.0098333151,7,134868589,"cg22160769",7,134885498,-1,-16909
"852190","WIPF1",206666,9858,-2.916,1.56e-08,0.0140733684,2,175424301,"cg14035238",2,175499365,-1,-75064
"852555","WIZ",177418,8233,0.784,7.91e-09,0.00713591949,19,15532317,"cg16695890",19,15580310,-1,-47993
"852634","WNK2",352146,16293,-8.078,4.16e-11,3.75289824e-05,9,95947211,"cg02430183",9,95947766,1,555
"852945","WNT2B",20410,900,-4.635,1.68e-09,0.00151559352,1,113009162,"cg10111629",1,113067124,1,57962
"854295","XAF1",145776,6665,-2.785,3.21e-08,0.0289586619,17,6659155,"cg27146152",17,6659364,1,209
"854298","XAF1",145777,6665,-2.213,3.95e-09,0.00356344905,17,6659155,"cg20803910",17,6659375,1,220
"854315","XAF1",145778,6665,-1.89,3.98e-08,0.0359051322,17,6659155,"cg17753212",17,6659562,1,407
"855024","XRCC1",183045,8635,1.74,2.57e-11,2.31849723e-05,19,44047463,"cg17715641",19,44002716,-1,44747
"856575","YKT6",320412,14828,1.706,1.26e-08,0.0113669514,7,44240577,"cg21987356",7,44199597,1,-40980
"856585","YKT6",320409,14828,1.972,2.76e-08,0.0248990364,7,44240577,"cg21504093",7,44199012,1,-41565
"857877","YWHAZ",344373,15829,-1.568,1.24e-08,0.0111865236,8,101930803,"cg26192520",8,101960390,-1,-29587
"858374","ZAP70",200285,9571,-8.732,1.37e-08,0.0123593043,2,98330030,"cg12332902",2,98330020,1,-10
"858375","ZAP70",200286,9571,-11.25,5.1e-10,0.00046009089,2,98330030,"cg21773162",2,98330087,1,57
